Date,Fund,Company,Ticker,CUSIP,Shares,Market_Value,Weight
2020-11-12,ARKK,TESLA INC,TSLA,88160R101,2480806.0,1021496678.56,9.28
2020-11-12,ARKK,INVITAE CORP,NVTA,46185L103,17614050.0,830326317.0,7.54
2020-11-12,ARKK,ROKU INC,ROKU,77543R102,2888975.0,667064327.5,6.06
2020-11-12,ARKK,SQUARE INC - A,SQ,852234103,3538483.0,631654600.33,5.74
2020-11-12,ARKK,CRISPR THERAPEUTICS AG,CRSP,H17182108,5960105.0,606559885.85,5.51
2020-11-12,ARKK,TELADOC HEALTH INC,TDOC,87918A105,2199526.0,411289366.74,3.73
2020-11-12,ARKK,ZILLOW GROUP INC - C,Z,98954M200,3368762.0,361872414.04,3.29
2020-11-12,ARKK,PROTO LABS INC,PRLB,743713109,2743491.0,349301274.12,3.17
2020-11-12,ARKK,SLACK TECHNOLOGIES INC- CL A,WORK,83088V102,13095780.0,339049744.2,3.08
2020-11-12,ARKK,LENDINGTREE INC,TREE UW,52603B107,1044763.0,329810783.84,2.99
2020-11-12,ARKK,SPOTIFY TECHNOLOGY SA,SPOT,L8681T102,1206984.0,312234690.96,2.84
2020-11-12,ARKK,PURE STORAGE INC - CLASS A,PSTG,74624M102,17181348.0,298783641.72,2.71
2020-11-12,ARKK,SERES THERAPEUTICS INC,MCRB,81750R102,8589763.0,295573744.83,2.68
2020-11-12,ARKK,2U INC,TWOU,90214J101,8127927.0,261394132.32,2.37
2020-11-12,ARKK,IOVANCE BIOTHERAPEUTICS INC,IOVA,462260100,6467577.0,238071509.37,2.16
2020-11-12,ARKK,PAGERDUTY INC,PD,69553P100,7620667.0,228010356.64,2.07
2020-11-12,ARKK,MATERIALISE NV-ADR,MTLS,57667T100,5488284.0,217775109.12,1.98
2020-11-12,ARKK,VERACYTE INC,VCYT,92337F107,4560737.0,211435767.32,1.92
2020-11-12,ARKK,TWIST BIOSCIENCE CORP,TWST,90184D100,1952710.0,206987260.0,1.88
2020-11-12,ARKK,INTELLIA THERAPEUTICS INC,NTLA,45826J105,6828736.0,202881746.56,1.84
2020-11-12,ARKK,TWILIO INC - A,TWLO,90138F102,702941.0,200809155.47,1.82
2020-11-12,ARKK,EDITAS MEDICINE INC,EDIT,28106W103,7146853.0,198682513.4,1.8
2020-11-12,ARKK,TAIWAN SEMICONDUCTOR-SP ADR,TSM,874039100,1943828.0,174594630.96,1.59
2020-11-12,ARKK,EXACT SCIENCES CORP,EXAS,30063P105,1421445.0,174013296.9,1.58
2020-11-12,ARKK,SPLUNK INC,SPLK,848637104,799700.0,153342475.0,1.39
2020-11-12,ARKK,DOCUSIGN INC,DOCU,256163106,702856.0,149441242.72,1.36
2020-11-12,ARKK,COMPUGEN LTD,CGEN,M25722105,10949860.0,145304642.2,1.32
2020-11-12,ARKK,INTERCONTINENTAL EXCHANGE IN,ICE,45866F104,1448251.0,142377555.81,1.29
2020-11-12,ARKK,NANOSTRING TECHNOLOGIES INC,NSTG,63009R109,2704295.0,126425791.25,1.15
2020-11-12,ARKK,CERUS CORP,CERS,157085101,19235009.0,116371804.45,1.06
2020-11-12,ARKK,PACIFIC BIOSCIENCES OF CALIF,PACB,69404D108,6903971.0,115468914.98,1.05
2020-11-12,ARKK,SYNOPSYS INC,SNPS,871607107,514241.0,115066566.16,1.04
2020-11-12,ARKK,IRIDIUM COMMUNICATIONS INC,IRDM,46269C102,3699834.0,113066927.04,1.03
2020-11-12,ARKK,NINTENDO CO LTD-UNSPONS ADR,NTDOY,654445303,1758515.0,113142855.1,1.03
2020-11-12,ARKK,PAYPAL HOLDINGS INC,PYPL,70450Y103,563159.0,106493366.9,0.97
2020-11-12,ARKK,ZOOM VIDEO COMMUNICATIONS-A,ZM,98980L101,247198.0,105958950.72,0.96
2020-11-12,ARKK,PINTEREST INC- CLASS A,PINS,72352L106,1741729.0,104956589.54,0.95
2020-11-12,ARKK,HUYA INC-ADR,HUYA,44852D108,4891594.0,104484447.84,0.95
2020-11-12,ARKK,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,88032Q109,1396967.0,102397681.1,0.93
2020-11-12,ARKK,STRATASYS LTD,SSYS,M85548101,7113304.0,100653251.6,0.91
2020-11-12,ARKK,UNITY SOFTWARE INC,U,91332U101,711986.0,72437455.64,0.66
2020-11-12,ARKK,MORGAN STANLEY GOVT INSTL 8035,,X9USDMORS,62801737.0,62801736.83,0.57
2020-11-12,ARKK,SEA LTD-ADR,SE,81141R100,332332.0,59410991.64,0.54
2020-11-12,ARKK,SYROS PHARMACEUTICALS INC,SYRS,87184Q107,5102055.0,44745022.35,0.41
2020-11-12,ARKK,ZSCALER INC,ZS,98980G102,303302.0,42480478.12,0.39
2020-11-12,ARKK,EXONE CO/THE,XONE,302104104,1858541.0,19477509.68,0.18
2020-11-12,ARKK,DOUYU INTERNATIONAL HOLD-ADR,DOYU,25985W105,1394294.0,19645602.46,0.18
2020-11-12,ARKK,ORGANOVO HOLDINGS INC,ONVO,68620A203,836011.0,7649500.65,0.07
