Date,Fund,Company,Ticker,CUSIP,Shares,Market_Value,Weight
2020-11-12,ARKF,SQUARE INC - A,SQ,852234103,607864.0,108509802.64,10.26
2020-11-12,ARKF,PINTEREST INC- CLASS A,PINS,72352L106,831418.0,50101248.68,4.74
2020-11-12,ARKF,MERCADOLIBRE INC,MELI,58733R102,35968.0,46614528.0,4.41
2020-11-12,ARKF,ZILLOW GROUP INC - C,Z,98954M200,419633.0,45076976.86,4.26
2020-11-12,ARKF,INTERCONTINENTAL EXCHANGE IN,ICE,45866F104,432042.0,42474049.02,4.02
2020-11-12,ARKF,LENDINGTREE INC,TREE UW,52603B107,131487.0,41507816.16,3.93
2020-11-12,ARKF,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,88032Q109,553405.0,40564586.5,3.84
2020-11-12,ARKF,SEA LTD-ADR,SE,81141R100,221240.0,39551074.8,3.74
2020-11-12,ARKF,ADYEN NV,ADYEN,BZ1HM42,19594.0,37942379.45,3.59
2020-11-12,ARKF,PAYPAL HOLDINGS INC,PYPL,70450Y103,194032.0,36691451.2,3.47
2020-11-12,ARKF,ALIBABA GROUP HOLDING-SP ADR,BABA,01609W102,130400.0,34466024.0,3.26
2020-11-12,ARKF,MEITUAN-CLASS B,3690,BGJW376,883015.0,32659131.32,3.09
2020-11-12,ARKF,Z HOLDINGS CORP,4689,6084848,4994114.0,28705408.19,2.72
2020-11-12,ARKF,AMAZON.COM INC,AMZN,023135106,8831.0,27466882.68,2.6
2020-11-12,ARKF,TWILIO INC - A,TWLO,90138F102,91071.0,26016252.57,2.46
2020-11-12,ARKF,APPLE INC,AAPL,037833100,208456.0,24850039.76,2.35
2020-11-12,ARKF,FACEBOOK INC-CLASS A,FB,30303M102,89930.0,24737944.4,2.34
2020-11-12,ARKF,ZHONGAN ONLINE P&C INSURAN-H,6060,BYZQ099,4777845.0,24030016.25,2.27
2020-11-12,ARKF,SNAP INC - A,SNAP,83304A106,583038.0,23496431.4,2.22
2020-11-12,ARKF,DOCUSIGN INC,DOCU,256163106,103516.0,22009571.92,2.08
2020-11-12,ARKF,SPLUNK INC,SPLK,848637104,104098.0,19960791.5,1.89
2020-11-12,ARKF,INTUIT INC,INTU,461202103,54222.0,18951131.22,1.79
2020-11-12,ARKF,WORKDAY INC-CLASS A,WDAY,98138H101,82566.0,18148832.46,1.72
2020-11-12,ARKF,LIGHTSPEED POS INC-SUB VOTE,LSPD,BGHVW01,407396.0,15911773.41,1.51
2020-11-12,ARKF,PINDUODUO INC-ADR,PDD,722304102,111996.0,15030983.16,1.42
2020-11-12,ARKF,GUIDEWIRE SOFTWARE INC,GWRE,40171V100,132206.0,14296756.84,1.35
2020-11-12,ARKF,TAIWAN SEMICONDUCTOR-SP ADR,TSM,874039100,153480.0,13785573.6,1.3
2020-11-12,ARKF,SBI HOLDINGS INC,8473,6309466,520174.0,13442837.86,1.27
2020-11-12,ARKF,HDFC BANK LTD-ADR,HDB,40415F101,199148.0,13263256.8,1.25
2020-11-12,ARKF,SCHWAB (CHARLES) CORP,SCHW,808513105,294989.0,13191908.08,1.25
2020-11-12,ARKF,SLACK TECHNOLOGIES INC- CL A,WORK,83088V102,504294.0,13056171.66,1.24
2020-11-12,ARKF,INTERACTIVE BROKERS GRO-CL A,IBKR,45841N107,228374.0,11820638.24,1.12
2020-11-12,ARKF,DISCOVERY LTD,DSY,6177878,1406592.0,11468408.95,1.08
2020-11-12,ARKF,NVIDIA CORP,NVDA,67066G104,21017.0,11312820.59,1.07
2020-11-12,ARKF,SOCIAL CAPITAL HEDOSOPHIA-A,IPOB,G8250T109,618668.0,11061783.84,1.05
2020-11-12,ARKF,JD.COM INC-ADR,JD,47215P106,120194.0,10382357.72,0.98
2020-11-12,ARKF,TRANSUNION,TRU,89400J107,116117.0,10375053.95,0.98
2020-11-12,ARKF,LENDINGCLUB CORP,LC,52603A208,1879598.0,10262605.08,0.97
2020-11-12,ARKF,TCS GROUP HOLDING-GDR REG S,,87238U203,348147.0,10078855.65,0.95
2020-11-12,ARKF,YEAHKA LTD,9923,BL58D39,1974800.0,9422849.26,0.89
2020-11-12,ARKF,VERISK ANALYTICS INC,VRSK,92345Y106,46962.0,9353891.16,0.88
2020-11-12,ARKF,SILVERGATE CAPITAL CORP-CL A,SI,82837P408,306971.0,8294356.42,0.78
2020-11-12,ARKF,SHOPIFY INC - CLASS A,SHOP,82509L107,8866.0,8208142.8,0.78
2020-11-12,ARKF,MARKETAXESS HOLDINGS INC,MKTX,57060D108,10209.0,5459875.29,0.52
2020-11-12,ARKF,MORGAN STANLEY GOVT INSTL 8035,,X9USDMORS,2800796.0,2800796.48,0.26
2020-11-12,ARKF,ZSCALER INC,ZS,98980G102,613.0,85856.78,0.01
