Ticker,Date,open,high,low,close,volume
PTNR,2020-01-02,4.25,4.44,3.71,4.35,5697.0
PTNR,2020-01-03,0.0,0.0,0.0,4.35,14.0
PTNR,2020-01-06,4.13,4.21,4.04,4.14,2372.0
PTNR,2020-01-07,4.0,4.07,4.0,4.07,2348.0
PTNR,2020-01-08,4.12,4.12,4.12,4.12,295.0
PTNR,2020-01-09,4.1,4.11,4.01,4.05,2105.0
PTNR,2020-01-10,4.02,4.09,4.02,4.04,3202.0
PTNR,2020-01-13,4.03,4.05,4.01,4.04,1153.0
PTNR,2020-01-14,4.12,4.25,4.05,4.23,2876.0
PTNR,2020-01-15,4.32,4.32,4.21,4.24,1863.0
PTNR,2020-01-16,4.19,4.23,4.09,4.09,1397.0
PTNR,2020-01-17,0.0,0.0,0.0,4.09,94.0
PTNR,2020-01-21,4.15,4.2,4.15,4.2,1263.0
PTNR,2020-01-22,4.2,4.32,4.2,4.24,5153.0
PTNR,2020-01-23,0.0,0.0,0.0,4.24,25.0
PTNR,2020-01-24,0.0,0.0,0.0,4.24,143.0
PTNR,2020-01-27,4.22,4.22,4.22,4.22,833.0
PTNR,2020-01-28,4.25,4.32,4.25,4.32,2042.0
PTNR,2020-01-29,4.5,4.54,4.37,4.53,34607.0
PTNR,2020-01-30,4.59,4.59,4.4,4.4,4144.0
PTNR,2020-01-31,4.4,4.4,4.24,4.4,9163.0
PTNR,2020-02-03,4.49,4.51,4.44,4.46,7352.0
PTNR,2020-02-04,4.44,4.56,4.33,4.49,6833.0
PTNR,2020-02-05,4.61,5.05,4.6,4.9,128292.0
PTNR,2020-02-06,4.87,5.04,4.86,4.93,16123.0
PTNR,2020-02-07,5.09,5.15,5.0,5.11,7837.0
PTNR,2020-02-10,5.05,5.07,4.97,4.98,3838.0
PTNR,2020-02-11,4.85,4.85,4.85,4.85,179.0
PTNR,2020-02-12,4.71,4.85,4.71,4.85,1936.0
PTNR,2020-02-13,4.65,4.66,4.51,4.66,2862.0
PTNR,2020-02-14,4.74,4.74,4.69,4.69,554.0
PTNR,2020-02-18,4.86,5.09,4.86,4.94,5660.0
PTNR,2020-02-19,4.9,5.06,4.9,5.06,1869.0
PTNR,2020-02-20,0.0,0.0,0.0,5.06,149.0
PTNR,2020-02-21,4.95,5.07,4.88,4.94,1374.0
PTNR,2020-02-24,4.92,5.02,4.75,4.92,6961.0
PTNR,2020-02-25,4.86,4.86,4.75,4.75,1991.0
PTNR,2020-02-26,4.99,4.99,4.86,4.86,4805.0
PTNR,2020-02-27,4.71,4.84,4.64,4.8,3677.0
PTNR,2020-02-28,4.66,4.66,4.56,4.56,3527.0
PTNR,2020-03-02,4.77,4.98,4.7,4.98,8778.0
PTNR,2020-03-03,4.85,4.85,4.76,4.79,1399.0
PTNR,2020-03-04,4.61,4.61,4.59,4.6,755.0
PTNR,2020-03-05,4.3,4.34,4.3,4.31,1592.0
PTNR,2020-03-06,4.19,4.27,4.19,4.2,3008.0
PTNR,2020-03-09,4.01,4.01,3.8,3.89,4763.0
PTNR,2020-03-10,4.05,4.07,4.05,4.05,874.0
PTNR,2020-03-11,4.02,4.02,3.95,3.95,822.0
PTNR,2020-03-12,3.65,3.65,3.27,3.36,10881.0
PTNR,2020-03-13,3.36,3.63,3.3,3.63,3141.0
PTNR,2020-03-16,3.5,3.5,3.2,3.24,3454.0
PTNR,2020-03-17,3.27,3.33,3.18,3.21,3185.0
PTNR,2020-03-18,3.2,3.3,3.2,3.26,2541.0
PTNR,2020-03-19,3.39,3.52,3.39,3.51,1655.0
PTNR,2020-03-20,3.51,3.51,3.51,3.51,231.0
PTNR,2020-03-23,3.31,3.47,2.9,3.4,3128.0
PTNR,2020-03-24,3.57,3.57,3.42,3.43,676.0
PTNR,2020-03-25,3.42,3.64,3.42,3.64,2250.0
PTNR,2020-03-26,0.0,0.0,0.0,3.64,133.0
PTNR,2020-03-27,4.08,4.08,3.67,3.71,5902.0
PTNR,2020-03-30,3.6,3.8,3.54,3.8,889.0
PTNR,2020-03-31,3.66,3.71,3.58,3.71,1393.0
PTNR,2020-04-01,3.34,3.35,3.3,3.3,731.0
PTNR,2020-04-02,3.45,3.45,3.45,3.45,578.0
PTNR,2020-04-03,3.36,3.36,3.36,3.36,203.0
PTNR,2020-04-06,3.61,3.71,3.61,3.71,2675.0
PTNR,2020-04-07,4.34,4.34,3.94,4.0,12866.0
PTNR,2020-04-08,3.99,4.0,3.99,4.0,332.0
PTNR,2020-04-09,3.84,4.16,3.84,4.09,593.0
PTNR,2020-04-13,0.0,0.0,0.0,4.09,203.0
PTNR,2020-04-14,3.72,3.88,3.54,3.84,10334.0
PTNR,2020-04-15,3.68,3.84,3.68,3.8,1005.0
PTNR,2020-04-16,3.9,3.95,3.77,3.9,6929.0
PTNR,2020-04-17,4.0,4.0,3.95,3.95,2787.0
PTNR,2020-04-20,3.85,4.0,3.85,3.99,1744.0
PTNR,2020-04-21,3.77,3.77,3.66,3.73,1152.0
PTNR,2020-04-22,3.78,3.89,3.76,3.89,10014.0
PTNR,2020-04-23,3.82,3.82,3.82,3.82,154.0
PTNR,2020-04-24,3.83,3.83,3.82,3.82,917.0
PTNR,2020-04-27,4.17,4.42,4.17,4.26,5419.0
PTNR,2020-04-28,4.23,4.25,4.21,4.25,2207.0
PTNR,2020-04-29,4.24,4.37,4.24,4.25,864.0
PTNR,2020-04-30,4.31,4.33,3.91,3.91,12637.0
PTNR,2020-05-01,4.0,4.07,3.99,4.07,1426.0
PTNR,2020-05-04,4.07,4.12,3.92,4.12,1991.0
PTNR,2020-05-05,4.18,4.3,4.18,4.3,7953.0
PTNR,2020-05-06,4.2,4.2,4.02,4.06,4125.0
PTNR,2020-05-07,4.42,4.44,4.1,4.13,3746.0
PTNR,2020-05-08,4.11,4.22,4.11,4.22,1310.0
PTNR,2020-05-11,4.07,4.19,4.07,4.13,4729.0
PTNR,2020-05-12,4.07,4.12,4.07,4.12,752.0
PTNR,2020-05-13,4.29,4.29,4.24,4.24,564.0
PTNR,2020-05-14,4.2,6.46,4.1,4.1,465246.0
PTNR,2020-05-15,3.8,4.26,3.8,4.26,52982.0
PTNR,2020-05-18,4.22,4.38,4.14,4.32,14238.0
PTNR,2020-05-19,4.4,4.4,4.19,4.29,5406.0
PTNR,2020-05-20,4.19,4.29,4.04,4.18,8409.0
PTNR,2020-05-21,4.11,4.24,4.1,4.15,2834.0
PTNR,2020-05-22,4.29,4.3,3.96,4.03,8387.0
PTNR,2020-05-26,3.9,4.01,3.7,3.8,12684.0
PTNR,2020-05-27,3.92,4.14,3.92,4.03,21985.0
PTNR,2020-05-28,4.1,4.1,3.84,4.08,3760.0
PTNR,2020-05-29,4.01,4.1,3.82,4.1,6275.0
PTNR,2020-06-01,3.83,3.91,3.65,3.85,7429.0
PTNR,2020-06-02,3.82,3.85,3.68,3.85,7194.0
PTNR,2020-06-03,3.83,3.86,3.79,3.85,16231.0
PTNR,2020-06-04,3.72,3.87,3.72,3.84,2334.0
PTNR,2020-06-05,3.81,3.9,3.7,3.9,7160.0
PTNR,2020-06-08,4.05,4.15,3.99,4.14,11625.0
PTNR,2020-06-09,4.33,4.39,4.31,4.32,10601.0
PTNR,2020-06-10,4.45,4.51,4.42,4.42,9596.0
PTNR,2020-06-11,4.29,4.32,4.0,4.27,15341.0
PTNR,2020-06-12,4.2,4.2,4.2,4.2,908.0
PTNR,2020-06-15,4.28,4.51,4.22,4.51,5457.0
PTNR,2020-06-16,4.51,4.51,4.22,4.44,5733.0
PTNR,2020-06-17,4.43,4.43,4.39,4.39,425.0
PTNR,2020-06-18,4.4,4.43,4.28,4.29,3009.0
PTNR,2020-06-19,4.29,4.32,4.22,4.26,1909.0
PTNR,2020-06-22,4.31,4.31,4.3,4.31,453.0
PTNR,2020-06-23,4.37,4.37,4.31,4.31,2241.0
PTNR,2020-06-24,4.2,4.2,4.01,4.12,1867.0
PTNR,2020-06-25,4.16,4.2,3.99,4.19,1955.0
PTNR,2020-06-26,4.24,4.24,4.1,4.11,2195.0
PTNR,2020-06-29,4.11,4.19,4.09,4.19,1485.0
PTNR,2020-06-30,4.4,4.49,4.31,4.31,1966.0
PTNR,2020-07-01,4.31,4.31,4.3,4.3,1318.0
PTNR,2020-07-02,4.41,4.41,4.22,4.31,1782.0
PTNR,2020-07-06,4.23,4.23,4.04,4.19,3613.0
PTNR,2020-07-07,3.84,3.95,3.84,3.95,2002.0
PTNR,2020-07-08,3.8,3.89,3.75,3.87,1958.0
PTNR,2020-07-09,3.8,3.81,3.78,3.81,1547.0
PTNR,2020-07-10,3.77,3.77,3.77,3.77,175.0
PTNR,2020-07-13,3.94,3.94,3.8,3.8,1177.0
PTNR,2020-07-14,3.97,4.07,3.97,3.99,1709.0
PTNR,2020-07-15,4.13,4.21,4.09,4.21,2583.0
PTNR,2020-07-16,4.2,4.23,3.95,4.23,1949.0
PTNR,2020-07-17,3.96,4.2,3.96,4.2,266.0
PTNR,2020-07-20,4.09,4.64,3.88,4.01,327910.0
PTNR,2020-07-21,4.11,4.11,3.77,3.86,52576.0
PTNR,2020-07-22,3.98,3.98,3.78,3.84,15915.0
PTNR,2020-07-23,3.81,3.88,3.72,3.72,8400.0
PTNR,2020-07-24,3.88,3.88,3.73,3.74,1831.0
PTNR,2020-07-27,3.89,4.0,3.85,3.98,6928.0
PTNR,2020-07-28,4.04,4.04,4.0,4.0,2907.0
PTNR,2020-07-29,3.97,4.07,3.96,3.98,4972.0
PTNR,2020-07-30,3.88,4.01,3.77,3.98,3024.0
PTNR,2020-07-31,4.17,4.17,3.82,3.99,2956.0
PTNR,2020-08-03,3.98,4.0,3.87,3.95,1927.0
PTNR,2020-08-04,3.92,3.95,3.9,3.93,3619.0
PTNR,2020-08-05,4.16,4.16,3.9,3.9,316.0
PTNR,2020-08-06,3.93,4.04,3.93,4.0,2542.0
PTNR,2020-08-07,3.8,4.0,3.8,3.91,1623.0
PTNR,2020-08-10,4.0,4.0,3.98,3.98,516.0
PTNR,2020-08-11,4.2,4.23,3.95,3.95,23519.0
PTNR,2020-08-12,4.3,4.67,4.2,4.44,87040.0
PTNR,2020-08-13,4.4,4.55,4.34,4.55,8222.0
PTNR,2020-08-14,4.28,4.32,4.27,4.29,2839.0
PTNR,2020-08-17,4.21,4.24,4.16,4.24,1855.0
PTNR,2020-08-18,4.31,4.34,4.31,4.32,4137.0
PTNR,2020-08-19,4.1,4.1,3.93,4.0,6347.0
