Ticker,Date,open,high,low,close,volume
TEAM,2020-01-02,121.15,123.84,119.84,122.88,2055235.0
TEAM,2020-01-03,121.02,123.63,120.82,123.04,1223583.0
TEAM,2020-01-06,122.56,128.03,122.05,127.69,3583846.0
TEAM,2020-01-07,128.23,129.2,127.33,128.15,1561288.0
TEAM,2020-01-08,128.32,131.81,127.33,130.06,1570368.0
TEAM,2020-01-09,131.82,135.6,131.7,135.41,2034334.0
TEAM,2020-01-10,135.67,137.45,133.26,133.9,1243849.0
TEAM,2020-01-13,138.59,140.49,135.15,136.07,1602945.0
TEAM,2020-01-14,135.46,136.5,134.01,134.22,1147170.0
TEAM,2020-01-15,134.31,137.22,134.31,134.91,994859.0
TEAM,2020-01-16,135.72,135.98,134.31,134.72,737688.0
TEAM,2020-01-17,135.11,135.55,132.42,132.85,2002672.0
TEAM,2020-01-21,132.2,133.49,130.33,131.32,1078517.0
TEAM,2020-01-22,132.6,133.86,131.35,131.46,1314356.0
TEAM,2020-01-23,131.56,133.39,130.53,132.64,2472876.0
TEAM,2020-01-24,145.0,150.71,140.65,146.79,8033676.0
TEAM,2020-01-27,143.5,146.49,141.99,143.83,2569642.0
TEAM,2020-01-28,145.02,150.0,143.71,149.27,2378398.0
TEAM,2020-01-29,149.16,151.52,147.6,149.15,1926996.0
TEAM,2020-01-30,146.94,151.87,146.21,149.58,1351123.0
TEAM,2020-01-31,149.52,149.79,146.27,147.0,991718.0
TEAM,2020-02-03,146.9,149.48,144.72,149.4,918989.0
TEAM,2020-02-04,149.71,152.69,148.55,152.09,1523521.0
TEAM,2020-02-05,153.01,153.7,144.52,146.58,1644391.0
TEAM,2020-02-06,146.58,149.12,144.71,147.94,1352584.0
TEAM,2020-02-07,148.09,150.66,146.68,148.0,1020877.0
TEAM,2020-02-10,148.1,152.38,148.02,151.28,1404088.0
TEAM,2020-02-11,152.48,153.0,147.19,149.0,942543.0
TEAM,2020-02-12,149.46,151.59,146.61,151.54,1615097.0
TEAM,2020-02-13,150.53,155.0,149.94,153.25,2068151.0
TEAM,2020-02-14,153.24,154.49,151.65,154.42,1043965.0
TEAM,2020-02-18,154.05,155.78,152.62,153.88,1620881.0
TEAM,2020-02-19,153.93,156.12,151.3,152.05,2000284.0
TEAM,2020-02-20,152.09,152.18,144.45,148.98,1106294.0
TEAM,2020-02-21,147.62,148.38,143.28,145.93,986612.0
TEAM,2020-02-24,138.52,147.75,136.0,147.11,2168192.0
TEAM,2020-02-25,147.93,149.0,142.57,144.48,2088012.0
TEAM,2020-02-26,144.13,149.94,143.75,146.5,1541507.0
TEAM,2020-02-27,140.68,147.0,137.34,143.0,2226671.0
