Ticker,Date,open,high,low,close,volume
RPTX,2020-06-19,32.05,34.0,29.85,30.8,4806251.0
RPTX,2020-06-22,31.35,33.0,30.24,32.99,490576.0
RPTX,2020-06-23,33.0,33.5,32.01,32.95,472550.0
RPTX,2020-06-24,32.5,32.97,31.25,32.9,574895.0
RPTX,2020-06-25,32.9,33.12,32.3,32.6,183886.0
RPTX,2020-06-26,32.95,32.95,31.5,32.3,400636.0
RPTX,2020-06-29,32.06,32.6,30.76,31.25,159605.0
RPTX,2020-06-30,31.24,31.64,30.5,31.02,173549.0
RPTX,2020-07-01,30.93,31.15,29.18,29.69,148226.0
RPTX,2020-07-02,29.66,30.5,28.2,29.14,151899.0
RPTX,2020-07-06,29.71,30.04,29.14,29.74,90195.0
RPTX,2020-07-07,29.85,29.85,26.0,27.5,186565.0
RPTX,2020-07-08,27.5,28.38,27.02,28.08,115316.0
RPTX,2020-07-09,28.0,28.0,25.01,26.26,274845.0
RPTX,2020-07-10,25.84,26.1,25.05,25.15,169244.0
RPTX,2020-07-13,25.16,25.8,23.7,24.01,205844.0
RPTX,2020-07-14,23.71,24.42,22.76,23.21,258806.0
RPTX,2020-07-15,24.51,25.21,22.13,22.52,396838.0
RPTX,2020-07-16,22.6,23.48,22.0,22.79,176651.0
RPTX,2020-07-17,23.0,23.48,22.2,22.9,107574.0
RPTX,2020-07-20,23.33,23.75,22.5,23.09,305393.0
RPTX,2020-07-21,23.49,23.86,22.74,23.01,55621.0
RPTX,2020-07-22,23.02,23.2,22.41,22.5,45549.0
RPTX,2020-07-23,22.41,23.27,22.11,22.36,22739.0
RPTX,2020-07-24,22.7,22.7,21.55,21.55,274548.0
RPTX,2020-07-27,21.64,22.24,21.45,21.75,59266.0
RPTX,2020-07-28,21.63,22.93,21.63,22.74,52452.0
RPTX,2020-07-29,22.9,24.57,22.9,24.57,70712.0
RPTX,2020-07-30,24.5,25.1,23.52,23.89,26609.0
RPTX,2020-07-31,23.78,24.41,23.75,23.86,36991.0
RPTX,2020-08-03,23.86,24.95,23.34,23.98,31565.0
RPTX,2020-08-04,23.98,24.99,23.98,24.08,36807.0
RPTX,2020-08-05,24.1,24.68,24.04,24.33,21373.0
RPTX,2020-08-06,24.17,24.93,24.0,24.04,16393.0
RPTX,2020-08-07,24.1,24.8,24.1,24.72,161944.0
RPTX,2020-08-10,24.76,25.73,24.76,25.3,24827.0
RPTX,2020-08-11,25.54,25.54,23.96,23.96,12941.0
RPTX,2020-08-12,23.96,23.96,22.7,23.28,143615.0
RPTX,2020-08-13,23.28,24.06,22.89,24.06,63958.0
RPTX,2020-08-14,23.64,24.12,22.95,23.89,30916.0
RPTX,2020-08-17,24.08,26.23,22.75,25.65,97478.0
RPTX,2020-08-18,25.66,25.66,24.61,24.81,14082.0
RPTX,2020-08-19,24.41,25.86,24.41,24.92,16721.0
RPTX,2020-08-20,25.52,25.6,24.86,25.6,11023.0
RPTX,2020-08-21,25.52,26.03,24.87,24.92,13158.0
RPTX,2020-08-24,24.5,25.0,23.64,23.99,22304.0
RPTX,2020-08-25,23.94,24.41,23.23,23.72,45130.0
RPTX,2020-08-26,23.8,24.48,23.7,24.34,6375.0
RPTX,2020-08-27,24.25,24.25,23.26,23.57,10528.0
RPTX,2020-08-28,23.4,24.44,23.4,24.02,9989.0
RPTX,2020-08-31,24.26,24.96,23.92,24.74,9044.0
RPTX,2020-09-01,24.33,25.82,23.85,25.15,44379.0
RPTX,2020-09-02,25.57,30.77,24.05,29.05,75391.0
RPTX,2020-09-03,29.3,30.08,26.51,28.67,45841.0
RPTX,2020-09-04,29.0,29.0,26.83,27.1,10092.0
RPTX,2020-09-08,27.15,29.6,26.5,27.6,35456.0
RPTX,2020-09-09,27.48,32.75,26.64,29.14,51333.0
RPTX,2020-09-10,29.14,33.5,27.4,28.44,64720.0
RPTX,2020-09-11,28.44,32.8,28.37,30.02,32649.0
RPTX,2020-09-14,30.34,33.32,29.19,32.86,50816.0
RPTX,2020-09-15,32.9,36.67,31.9,32.64,126282.0
RPTX,2020-09-16,32.4,35.6,32.0,33.29,34057.0
RPTX,2020-09-17,33.21,35.31,32.2,33.92,17895.0
RPTX,2020-09-18,33.55,34.95,32.51,32.99,42966.0
RPTX,2020-09-21,32.41,33.04,30.22,30.59,42859.0
RPTX,2020-09-22,31.31,33.01,29.73,33.01,43335.0
RPTX,2020-09-23,31.8,33.35,29.01,32.67,38431.0
RPTX,2020-09-24,31.55,32.91,29.98,30.14,28100.0
RPTX,2020-09-25,30.72,33.29,29.22,31.05,36062.0
RPTX,2020-09-28,31.2,32.91,31.2,31.83,10949.0
RPTX,2020-09-29,32.0,33.0,31.3,31.68,12109.0
RPTX,2020-09-30,31.28,32.2,30.35,30.77,50501.0
RPTX,2020-10-01,31.35,31.58,29.64,29.65,60979.0
RPTX,2020-10-02,29.44,31.02,26.56,30.0,62141.0
RPTX,2020-10-05,29.52,30.2,26.87,27.3,50139.0
RPTX,2020-10-06,27.28,28.87,25.45,25.53,42255.0
RPTX,2020-10-07,25.49,26.8,24.38,24.93,42747.0
RPTX,2020-10-08,24.81,26.5,24.81,25.26,32107.0
RPTX,2020-10-09,25.01,28.0,22.71,24.56,163641.0
RPTX,2020-10-12,24.77,26.19,23.05,23.79,124719.0
RPTX,2020-10-13,24.8,24.97,21.76,23.42,209830.0
RPTX,2020-10-14,23.69,26.7,23.69,25.34,85113.0
RPTX,2020-10-15,25.44,26.69,23.6,24.39,43629.0
RPTX,2020-10-16,24.22,26.98,23.91,25.27,55053.0
RPTX,2020-10-19,25.93,27.67,24.06,25.0,53177.0
RPTX,2020-10-20,24.88,25.63,23.19,24.26,67418.0
RPTX,2020-10-21,24.56,25.26,23.75,24.22,359660.0
RPTX,2020-10-22,25.0,28.88,25.0,27.03,201305.0
RPTX,2020-10-23,27.5,29.95,26.82,27.48,149976.0
RPTX,2020-10-26,27.5,27.89,26.28,26.63,61210.0
RPTX,2020-10-27,26.96,27.59,26.13,26.3,54314.0
RPTX,2020-10-28,26.01,26.63,25.29,25.29,92441.0
RPTX,2020-10-29,25.7,27.38,23.58,25.99,324640.0
RPTX,2020-10-30,26.05,27.36,25.71,27.03,95256.0
RPTX,2020-11-02,27.45,28.0,25.27,26.3,78344.0
RPTX,2020-11-03,26.52,27.34,26.17,27.34,23249.0
RPTX,2020-11-04,27.12,28.7,27.11,27.75,69475.0
RPTX,2020-11-05,28.53,28.87,27.0,28.64,49031.0
RPTX,2020-11-06,28.62,29.1,27.82,27.83,38230.0
RPTX,2020-11-09,28.37,29.72,27.02,28.68,66824.0
RPTX,2020-11-10,28.39,28.48,27.06,28.16,51119.0
RPTX,2020-11-11,28.16,28.23,27.28,27.74,63593.0
RPTX,2020-11-12,29.0,29.0,26.82,27.5,79137.0
RPTX,2020-11-13,27.63,28.81,27.63,28.08,74442.0
RPTX,2020-11-16,28.49,29.52,27.53,27.8,50339.0
RPTX,2020-11-17,27.5,28.02,27.13,27.85,77165.0
RPTX,2020-11-18,27.99,28.0,27.62,27.79,51580.0
RPTX,2020-11-19,27.8,28.16,27.72,27.81,251553.0
RPTX,2020-11-20,28.3,30.5,28.28,30.47,222384.0
RPTX,2020-11-23,31.23,33.78,30.79,32.85,90523.0
