Date,Fund,Company,Ticker,CUSIP,Shares,Market_Value,Weight
2020-11-13,ARKG,INVITAE CORP,NVTA,46185L103,6276325.0,295112801.5,8.76
2020-11-13,ARKG,CRISPR THERAPEUTICS AG,CRSP,H17182108,2744160.0,285282873.6,8.47
2020-11-13,ARKG,PACIFIC BIOSCIENCES OF CALIF,PACB,69404D108,16375290.0,274122354.6,8.14
2020-11-13,ARKG,TWIST BIOSCIENCE CORP,TWST,90184D100,1795865.0,192804066.4,5.72
2020-11-13,ARKG,ARCTURUS THERAPEUTICS HOLDIN,ARCT UQ,03969T109,3364788.0,159726486.36,4.74
2020-11-13,ARKG,CAREDX INC,CDNA,14167L103,2365308.0,128885632.92,3.83
2020-11-13,ARKG,SERES THERAPEUTICS INC,MCRB,81750R102,3567728.0,122943906.88,3.65
2020-11-13,ARKG,PERSONALIS INC,PSNL,71535D106,4227077.0,122838857.62,3.65
2020-11-13,ARKG,TELADOC HEALTH INC,TDOC,87918A105,657894.0,120440654.58,3.58
2020-11-13,ARKG,IOVANCE BIOTHERAPEUTICS INC,IOVA,462260100,3144595.0,118614123.4,3.52
2020-11-13,ARKG,EXACT SCIENCES CORP,EXAS,30063P105,923677.0,113344404.67,3.37
2020-11-13,ARKG,FATE THERAPEUTICS INC,FATE,31189P102,1831885.0,92528511.35,2.75
2020-11-13,ARKG,CELLECTIS - ADR,CLLS,15117K103,4693108.0,89732224.96,2.66
2020-11-13,ARKG,VERACYTE INC,VCYT,92337F107,1912715.0,89199464.03,2.65
2020-11-13,ARKG,PURE STORAGE INC - CLASS A,PSTG,74624M102,4767100.0,85617116.0,2.54
2020-11-13,ARKG,INTELLIA THERAPEUTICS INC,NTLA,45826J105,2409636.0,80072204.28,2.38
2020-11-13,ARKG,COMPUGEN LTD,CGEN,M25722105,5920770.0,79871187.3,2.37
2020-11-13,ARKG,INCYTE CORP,INCY,45337C102,903946.0,74602663.38,2.22
2020-11-13,ARKG,ILLUMINA INC,ILMN,452327109,201826.0,62335978.36,1.85
2020-11-13,ARKG,EDITAS MEDICINE INC,EDIT,28106W103,2026424.0,59232373.52,1.76
2020-11-13,ARKG,IONIS PHARMACEUTICALS INC,IONS,462222100,1013721.0,52277591.97,1.55
2020-11-13,ARKG,VERTEX PHARMACEUTICALS INC,VRTX,92532F100,224583.0,50647958.16,1.5
2020-11-13,ARKG,CERUS CORP,CERS,157085101,8188288.0,49784791.04,1.48
2020-11-13,ARKG,ACCOLADE INC,ACCD,00437E102,1304882.0,48737342.7,1.45
2020-11-13,ARKG,ADAPTIVE BIOTECHNOLOGIES,ADPT,00650F109,851677.0,41817340.7,1.24
2020-11-13,ARKG,10X GENOMICS INC-CLASS A,TXG,88025U109,293921.0,40722754.55,1.21
2020-11-13,ARKG,SCHRODINGER INC,SDGR,80810D103,657873.0,38031638.13,1.13
2020-11-13,ARKG,TAKEDA PHARMACEUTIC-SP ADR,TAK UN,874060205,2105142.0,36397905.18,1.08
2020-11-13,ARKG,GUARDANT HEALTH INC,GH,40131M109,297656.0,34575720.96,1.03
2020-11-13,ARKG,NOVARTIS AG-SPONSORED ADR,NVS,66987V109,384630.0,33116643.0,0.98
2020-11-13,ARKG,CASTLE BIOSCIENCES INC,CSTL,14843C105,649535.0,32710582.6,0.97
2020-11-13,ARKG,SYROS PHARMACEUTICALS INC,SYRS,87184Q107,3534034.0,31028818.52,0.92
2020-11-13,ARKG,PHREESIA INC,PHR,71944F106,725447.0,30077032.62,0.89
2020-11-13,ARKG,CODEXIS INC,CDXS,192005106,1796710.0,28064610.2,0.83
2020-11-13,ARKG,NANOSTRING TECHNOLOGIES INC,NSTG,63009R109,561934.0,25966970.14,0.77
2020-11-13,ARKG,BEAM THERAPEUTICS INC,BEAM,07373V105,546647.0,19908883.74,0.59
2020-11-13,ARKG,AQUABOUNTY TECHNOLOGIES,AQB,03842K200,4915074.0,19414542.3,0.58
2020-11-13,ARKG,PLURISTEM THERAPEUTICS INC,PSTI,72940R300,2099212.0,19249774.04,0.57
2020-11-13,ARKG,THERMO FISHER SCIENTIFIC INC,TMO,883556102,36140.0,17657642.6,0.52
2020-11-13,ARKG,REGENERON PHARMACEUTICALS,REGN,75886F107,28585.0,16191401.55,0.48
2020-11-13,ARKG,BERKELEY LIGHTS INC,BLI,084310101,150530.0,14300350.0,0.42
2020-11-13,ARKG,EVOGENE LTD,EVGN,M4119S104,4602387.0,11690062.98,0.35
2020-11-13,ARKG,MORGAN STANLEY GOVT INSTL 8035,,X9USDMORS,11049776.0,11049775.81,0.33
2020-11-13,ARKG,REPARE THERAPEUTICS INC,RPTX,760273102,310795.0,8727123.6,0.26
2020-11-13,ARKG,SURFACE ONCOLOGY INC,SURF,86877M209,578168.0,4978026.48,0.15
2020-11-13,ARKG,ORGANOVO HOLDINGS INC,ONVO,68620A203,375748.0,3453124.12,0.1
