Date,Fund,Company,Ticker,CUSIP,Shares,Market_Value,Weight
2020-11-13,ARKQ,TESLA INC,TSLA,88160R101,206370.0,84302145.0,9.47
2020-11-13,ARKQ,MATERIALISE NV-ADR,MTLS,57667T100,1478720.0,59459331.2,6.68
2020-11-13,ARKQ,ALPHABET INC-CL C,GOOG,02079K107,23382.0,41550281.64,4.67
2020-11-13,ARKQ,2U INC,TWOU,90214J101,1209050.0,39149039.0,4.4
2020-11-13,ARKQ,BYD CO LTD-UNSPONSORED ADR,BYDDY,05606L100,789495.0,37224689.25,4.18
2020-11-13,ARKQ,JD.COM INC-ADR,JD,47215P106,379169.0,34913881.52,3.92
2020-11-13,ARKQ,DEERE & CO,DE,244199105,137601.0,34646555.79,3.89
2020-11-13,ARKQ,TRIMBLE INC,TRMB,896239100,573239.0,33310918.29,3.74
2020-11-13,ARKQ,PROTO LABS INC,PRLB,743713109,251700.0,32846850.0,3.69
2020-11-13,ARKQ,XILINX INC,XLNX,983919101,237794.0,30354404.1,3.41
2020-11-13,ARKQ,IRIDIUM COMMUNICATIONS INC,IRDM,46269C102,914320.0,28535927.2,3.2
2020-11-13,ARKQ,KRATOS DEFENSE & SECURITY,KTOS,50077B207,1417191.0,28471367.19,3.2
2020-11-13,ARKQ,CATERPILLAR INC,CAT,149123101,158336.0,27187874.56,3.05
2020-11-13,ARKQ,STRATASYS LTD,SSYS,M85548101,1704221.0,23688671.9,2.66
2020-11-13,ARKQ,FLIR SYSTEMS INC,FLIR,302445101,578669.0,21595927.08,2.43
2020-11-13,ARKQ,NXP SEMICONDUCTORS NV,NXPI,N6596X109,146880.0,21516451.2,2.42
2020-11-13,ARKQ,TAIWAN SEMICONDUCTOR-SP ADR,TSM,874039100,230581.0,21494760.82,2.41
2020-11-13,ARKQ,KOMATSU LTD -SPONS ADR,KMTUY,500458401,872694.0,21066833.16,2.37
2020-11-13,ARKQ,AEROVIRONMENT INC,AVAV,008073108,258070.0,20960445.4,2.35
2020-11-13,ARKQ,WORKHORSE GROUP INC,WKHS,98138J206,1040686.0,20001984.92,2.25
2020-11-13,ARKQ,BAIDU INC - SPON ADR,BIDU,056752108,137614.0,19965039.12,2.24
2020-11-13,ARKQ,SPLUNK INC,SPLK,848637104,97104.0,18765348.0,2.11
2020-11-13,ARKQ,SYNOPSYS INC,SNPS,871607107,78689.0,17801812.47,2.0
2020-11-13,ARKQ,VIRGIN GALACTIC HOLDINGS INC,SPCE,92766K106,716533.0,15957189.91,1.79
2020-11-13,ARKQ,NIU TECHNOLOGIES-SPONS ADR,NIU,65481N100,470512.0,15390447.52,1.73
2020-11-13,ARKQ,TERADYNE INC,TER,880770102,151012.0,15447017.48,1.73
2020-11-13,ARKQ,ANSYS INC,ANSS,03662Q105,40499.0,13292176.79,1.49
2020-11-13,ARKQ,AMAZON.COM INC,AMZN,023135106,3993.0,12493338.33,1.4
2020-11-13,ARKQ,INTUITIVE SURGICAL INC,ISRG,46120E602,16416.0,12367486.08,1.39
2020-11-13,ARKQ,EXONE CO/THE,XONE,302104104,1003858.0,10490316.1,1.18
2020-11-13,ARKQ,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,88032Q109,131597.0,10061906.62,1.13
2020-11-13,ARKQ,NVIDIA CORP,NVDA,67066G104,18403.0,9788187.64,1.1
2020-11-13,ARKQ,ELBIT SYSTEMS LTD,ESLT,M3760D101,81397.0,9467285.07,1.06
2020-11-13,ARKQ,AUTODESK INC,ADSK,052769106,35209.0,8837459.0,0.99
2020-11-13,ARKQ,APPLE INC,AAPL,037833100,73445.0,8759050.7,0.98
2020-11-13,ARKQ,ROCKWELL AUTOMATION INC,ROK,773903109,35487.0,8509072.86,0.96
2020-11-13,ARKQ,NANO DIMENSION LTD - ADR,NNDM,63008G203,2085285.0,7673848.8,0.86
2020-11-13,ARKQ,HONEYWELL INTERNATIONAL INC,HON,438516106,23784.0,4793427.36,0.54
2020-11-13,ARKQ,RAVEN INDUSTRIES INC,RAVN,754212108,172012.0,4025080.8,0.45
2020-11-13,ARKQ,MORGAN STANLEY GOVT INSTL 8035,,X9USDMORS,2434471.0,2434471.19,0.27
2020-11-13,ARKQ,ORGANOVO HOLDINGS INC,ONVO,68620A203,198425.0,1823525.75,0.2
