Date,Fund,Company,Ticker,CUSIP,Shares,Market_Value,Weight
2020-11-13,IZRL,ONE SOFTWARE TECHNOLOGIES LT,ONE,6987709,13708.0,1423996.44,3.26
2020-11-13,IZRL,TOWER SEMICONDUCTOR LTD,TSEM,M87915274,56016.0,1287807.84,2.95
2020-11-13,IZRL,FATTAL HOLDINGS 1998 LTD,FTAL,BG1YKN5,16473.0,1275108.23,2.92
2020-11-13,IZRL,GAMIDA CELL LTD,GMDA,M47364100,212893.0,1277358.0,2.92
2020-11-13,IZRL,PARTNER COMMUNICATIONS CO,PTNR,6374420,279933.0,1241284.86,2.84
2020-11-13,IZRL,FIVERR INTERNATIONAL LTD,FVRR,M4R82T106,7116.0,1233202.8,2.82
2020-11-13,IZRL,RADA ELECTRONIC INDS LTD,RADA,M81863124,163912.0,1230979.12,2.82
2020-11-13,IZRL,ITURAN LOCATION AND CONTROL,ITRN,M6158M104,79695.0,1199409.75,2.74
2020-11-13,IZRL,TARO PHARMACEUTICAL INDUS,TARO,M8737E108,18472.0,1196246.72,2.74
2020-11-13,IZRL,GILAT SATELLITE NETWORKS LTD,GILT,M51474118,220255.0,1180566.8,2.7
2020-11-13,IZRL,CAMTEK LTD,CAMT,M20791105,60358.0,1169738.04,2.68
2020-11-13,IZRL,ALLOT LTD,ALLT,M0854Q105,108897.0,1165197.9,2.67
2020-11-13,IZRL,NOVA MEASURING INSTRUMENTS,NVMI,M7516K103,19007.0,1157716.37,2.65
2020-11-13,IZRL,HILAN LTD,HLAN,6267230,25310.0,1153852.04,2.64
2020-11-13,IZRL,DANEL (ADIR YEOSHUA) LTD,DANE,6253433,8946.0,1147838.78,2.63
2020-11-13,IZRL,CELLCOM ISRAEL LTD,CEL,B23WQK8,284912.0,1146666.68,2.62
2020-11-13,IZRL,INMODE LTD,INMD,M5425M103,27210.0,1140099.0,2.61
2020-11-13,IZRL,UROGEN PHARMA LTD,URGN UQ,M96088105,48767.0,1134808.09,2.6
2020-11-13,IZRL,SILICOM LTD,SILC,M84116108,31109.0,1134545.23,2.59
2020-11-13,IZRL,RADWARE LTD,RDWR,M81873107,45101.0,1129329.04,2.58
2020-11-13,IZRL,TEVA PHARMACEUTICAL-SP ADR,TEVA,881624209,118738.0,1126823.62,2.58
2020-11-13,IZRL,NICE LTD - SPON ADR,NICE,653656108,4703.0,1111977.32,2.54
2020-11-13,IZRL,MATRIX IT LTD,MTRX,6747754,45814.0,1072857.34,2.45
2020-11-13,IZRL,PERION NETWORK LTD,PERI,M78673114,142800.0,1069572.0,2.45
2020-11-13,IZRL,ELBIT SYSTEMS LTD,ESLT,6308913,9256.0,1073055.9,2.45
2020-11-13,IZRL,SAPIENS INTERNATIONAL CORP,SPNS,G7T16G103,36338.0,1069790.72,2.45
2020-11-13,IZRL,CYBERARK SOFTWARE LTD/ISRAEL,CYBR,M2682V108,9843.0,1042964.28,2.39
2020-11-13,IZRL,CHECK POINT SOFTWARE TECH,CHKP,M22465104,8648.0,1026258.16,2.35
2020-11-13,IZRL,CERAGON NETWORKS LTD,CRNT,M22013102,431010.0,999943.2,2.29
2020-11-13,IZRL,POLYPID LTD,PYPD,M8001Q118,101862.0,986024.16,2.26
2020-11-13,IZRL,BEZEQ THE ISRAELI TELECOM CO,BEZQ,6098032,910890.0,978681.25,2.24
2020-11-13,IZRL,PLURISTEM THERAPEUTICS INC,PSTI,72940R300,104785.0,960878.45,2.2
2020-11-13,IZRL,WIX.COM LTD,WIX,M98068105,3853.0,941133.78,2.15
2020-11-13,IZRL,STRATASYS LTD,SSYS,M85548101,66939.0,930452.1,2.13
2020-11-13,IZRL,AUDIOCODES LTD,AUDC,M15342104,33069.0,929238.9,2.13
2020-11-13,IZRL,KAMADA LTD,KMDA,B0L2CR5,138997.0,912551.35,2.09
2020-11-13,IZRL,REDHILL BIOPHARMA LTD-SP ADR,RDHL,757468103,109958.0,900556.02,2.06
2020-11-13,IZRL,BATM ADVANCED COMMUNICATIONS,BATM,B85PTW0,739108.0,893927.46,2.04
2020-11-13,IZRL,COMPUGEN LTD,CGEN,M25722105,64004.0,863413.96,1.97
2020-11-13,IZRL,AYALA PHARMACEUTICALS INC,AYLA,05465V108,69728.0,725868.48,1.66
2020-11-13,IZRL,BIONDVAX PHARMACEUTICALS-ADR,BVXV,09073Q105,27355.0,78508.85,0.18
