Date,Fund,Company,Ticker,CUSIP,Shares,Market_Value,Weight
2020-11-13,PRNT,SLM SOLUTIONS GROUP AG,AM3D,BMHTHK2,281719.0,4713483.91,6.29
2020-11-13,PRNT,STRAUMANN HOLDING AG-REG,STMN,7156832,3431.0,3983199.17,5.32
2020-11-13,PRNT,3D SYSTEMS CORP,DDD,88554D205,547875.0,3944700.0,5.27
2020-11-13,PRNT,HP INC,HPQ,40434L105,187880.0,3684326.8,4.92
2020-11-13,PRNT,MGI DIGITAL GRAPHIC TECHNOLO,ALMDG,B18FJV7,66525.0,3554013.88,4.74
2020-11-13,PRNT,TRIMBLE INC,TRMB,896239100,60408.0,3510308.88,4.69
2020-11-13,PRNT,RENISHAW PLC,RSW,0732358,49226.0,3491412.98,4.66
2020-11-13,PRNT,PTC INC,PTC,69370C100,35877.0,3487603.17,4.66
2020-11-13,PRNT,ALTAIR ENGINEERING INC - A,ALTR,021369103,68787.0,3371250.87,4.5
2020-11-13,PRNT,PROTO LABS INC,PRLB,743713109,25370.0,3310785.0,4.42
2020-11-13,PRNT,AUTODESK INC,ADSK,052769106,12446.0,3123946.0,4.17
2020-11-13,PRNT,MICROSOFT CORP,MSFT,594918104,14334.0,3103454.34,4.14
2020-11-13,PRNT,EXONE CO/THE,XONE,302104104,295375.0,3086668.75,4.12
2020-11-13,PRNT,DASSAULT SYSTEMES SE,DSY,5330047,17096.0,3074783.76,4.1
2020-11-13,PRNT,MATERIALISE NV-ADR,MTLS,57667T100,75158.0,3022103.18,4.03
2020-11-13,PRNT,ANSYS INC,ANSS,03662Q105,8976.0,2946012.96,3.93
2020-11-13,PRNT,STRATASYS LTD,SSYS,M85548101,202763.0,2818405.7,3.76
2020-11-13,PRNT,ALIGN TECHNOLOGY INC,ALGN,016255101,2722.0,1244661.72,1.66
2020-11-13,PRNT,AMETEK INC,AME,031100100,8449.0,990814.23,1.32
2020-11-13,PRNT,HEXAGON AB-B SHS,HEXAB,B1XFTL2,12158.0,984482.9,1.31
2020-11-13,PRNT,FARO TECHNOLOGIES INC,FARO,311642102,14406.0,930051.36,1.24
2020-11-13,PRNT,GENERAL ELECTRIC CO,GE,369604103,92319.0,853950.75,1.14
2020-11-13,PRNT,ARCONIC CORP,ARNC,03966V107,27910.0,791527.6,1.06
2020-11-13,PRNT,KAISER ALUMINUM CORP,KALU,483007704,10066.0,773370.78,1.03
2020-11-13,PRNT,LINCOLN ELECTRIC HOLDINGS,LECO,533900106,6370.0,729556.1,0.97
2020-11-13,PRNT,MICHELIN (CGDE),ML,4588364,5966.0,724281.0,0.97
2020-11-13,PRNT,MOOG INC-CLASS A,MOG/A,615394202,9742.0,724804.8,0.97
2020-11-13,PRNT,OC OERLIKON CORP AG-REG,OERL,4612757,81761.0,694885.67,0.93
2020-11-13,PRNT,ULTRA CLEAN HOLDINGS INC,UCTT,90385V107,25979.0,691820.77,0.92
2020-11-13,PRNT,MEDTRONIC PLC,MDT UN,G5960L103,5935.0,667687.5,0.89
2020-11-13,PRNT,SIEMENS AG-REG,SIE,5727973,4922.0,658340.0,0.88
2020-11-13,PRNT,STRYKER CORP,SYK,863667101,2847.0,660333.18,0.88
2020-11-13,PRNT,BERTRANDT AG,BDT,5130861,16997.0,653630.21,0.87
2020-11-13,PRNT,UNITED PARCEL SERVICE-CL B,UPS,911312106,3716.0,608197.72,0.81
2020-11-13,PRNT,MORGAN STANLEY GOVT INSTL 8035,,X9USDMORS,585747.0,585747.37,0.78
2020-11-13,PRNT,AEROJET ROCKETDYNE HOLDINGS,AJRD,007800105,16047.0,579136.23,0.77
2020-11-13,PRNT,NUVASIVE INC,NUVA,670704105,11946.0,568987.98,0.76
2020-11-13,PRNT,ALLEGHENY TECHNOLOGIES INC,ATI,01741R102,10275.0,129259.5,0.17
2020-11-13,PRNT,HEXCEL CORP,HXL,428291108,2614.0,118937.0,0.16
2020-11-13,PRNT,CARPENTER TECHNOLOGY,CRS,144285103,5144.0,119032.16,0.16
2020-11-13,PRNT,VOESTALPINE AG,VOE,4943402,3418.0,103616.2,0.14
2020-11-13,PRNT,EASTMAN CHEMICAL CO,EMN,277432100,1113.0,104622.0,0.14
2020-11-13,PRNT,SANDVIK AB,SAND,B1VQ252,4938.0,104395.18,0.14
2020-11-13,PRNT,XEROX HOLDINGS CORP,XRX UN,98421M106,4779.0,103417.56,0.14
2020-11-13,PRNT,SGL CARBON SE,SGL,4818351,27857.0,106301.79,0.14
2020-11-13,PRNT,TORAY INDUSTRIES INC,3402,6897143,20308.0,101612.78,0.14
2020-11-13,PRNT,3M CO,MMM,88579Y101,565.0,95931.35,0.13
2020-11-13,PRNT,HENKEL AG & CO KGAA VORZUG,HEN3,5076705,898.0,96395.3,0.13
2020-11-13,PRNT,EVONIK INDUSTRIES AG,EVK,B5ZQ9D3,3545.0,96518.23,0.13
2020-11-13,PRNT,DUPONT DE NEMOURS INC,DD,26614N102,1615.0,99532.45,0.13
2020-11-13,PRNT,KONINKLIJKE DSM NV,DSM,B0HZL93,563.0,95362.19,0.13
2020-11-13,PRNT,ARKEMA,AKE,B0Z5YZ2,874.0,92660.77,0.12
