Date,Fund,Company,Ticker,CUSIP,Shares,Market_Value,Weight
2020-11-13,ARKW,TESLA INC,TSLA,88160R101,724983.0,296155555.5,8.7
2020-11-13,ARKW,ROKU INC,ROKU,77543R102,1065369.0,243010668.9,7.14
2020-11-13,ARKW,SQUARE INC - A,SQ,852234103,1041079.0,184468788.01,5.42
2020-11-13,ARKW,SPOTIFY TECHNOLOGY SA,SPOT,L8681T102,455521.0,115474573.5,3.39
2020-11-13,ARKW,TELADOC HEALTH INC,TDOC,87918A105,612300.0,112093761.0,3.29
2020-11-13,ARKW,GRAYSCALE BITCOIN TRUST BTC,GBTC,389637109,5579690.0,100211232.4,2.95
2020-11-13,ARKW,PURE STORAGE INC - CLASS A,PSTG,74624M102,5578061.0,100181975.56,2.94
2020-11-13,ARKW,PINTEREST INC- CLASS A,PINS,72352L106,1581501.0,98559142.32,2.9
2020-11-13,ARKW,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,88032Q109,1278382.0,97745087.72,2.87
2020-11-13,ARKW,LENDINGTREE INC,TREE UW,52603B107,304289.0,97731541.02,2.87
2020-11-13,ARKW,SLACK TECHNOLOGIES INC- CL A,WORK,83088V102,3764178.0,96927583.5,2.85
2020-11-13,ARKW,FACEBOOK INC-CLASS A,FB,30303M102,315097.0,87266114.15,2.56
2020-11-13,ARKW,PAGERDUTY INC,PD,69553P100,2812455.0,84992390.1,2.5
2020-11-13,ARKW,TWILIO INC - A,TWLO,90138F102,299606.0,82220874.58,2.42
2020-11-13,ARKW,SNAP INC - A,SNAP,83304A106,2019224.0,81637226.32,2.4
2020-11-13,ARKW,SEA LTD-ADR,SE,81141R100,446417.0,80997900.48,2.38
2020-11-13,ARKW,VERACYTE INC,VCYT,92337F107,1644484.0,76690511.34,2.25
2020-11-13,ARKW,HUYA INC-ADR,HUYA,44852D108,3487099.0,75042370.48,2.21
2020-11-13,ARKW,INTERCONTINENTAL EXCHANGE IN,ICE,45866F104,699606.0,69505856.1,2.04
2020-11-13,ARKW,NETFLIX INC,NFLX,64110L106,139976.0,67586011.84,1.99
2020-11-13,ARKW,ZILLOW GROUP INC - C,Z,98954M200,626344.0,66411254.32,1.95
2020-11-13,ARKW,FASTLY INC - CLASS A,FSLY,31188V100,821276.0,63821357.96,1.88
2020-11-13,ARKW,2U INC,TWOU,90214J101,1917712.0,62095514.56,1.83
2020-11-13,ARKW,PAYPAL HOLDINGS INC,PYPL,70450Y103,300281.0,56639002.22,1.66
2020-11-13,ARKW,ALIBABA GROUP HOLDING-SP ADR,BABA,01609W102,184917.0,48233750.28,1.42
2020-11-13,ARKW,MERCADOLIBRE INC,MELI,58733R102,35866.0,46685337.56,1.37
2020-11-13,ARKW,SOCIAL CAPITAL HEDOSOPHIA-A,IPOB,G8250T109,2391691.0,45489962.82,1.34
2020-11-13,ARKW,HUBSPOT INC,HUBS,443573100,129520.0,45255583.2,1.33
2020-11-13,ARKW,TRADE DESK INC/THE -CLASS A,TTD,88339J105,60506.0,44457993.62,1.31
2020-11-13,ARKW,UNITY SOFTWARE INC,U,91332U101,370663.0,42540992.51,1.25
2020-11-13,ARKW,TAIWAN SEMICONDUCTOR-SP ADR,TSM,874039100,435690.0,40615021.8,1.19
2020-11-13,ARKW,CROWDSTRIKE HOLDINGS INC - A,CRWD,22788C105,303501.0,40116762.18,1.18
2020-11-13,ARKW,SPLUNK INC,SPLK,848637104,193895.0,37470208.75,1.1
2020-11-13,ARKW,CLOUDFLARE INC - CLASS A,NET,18915M107,579928.0,36982008.56,1.09
2020-11-13,ARKW,JD.COM INC-ADR,JD,47215P106,396493.0,36509075.44,1.07
2020-11-13,ARKW,DOCUSIGN INC,DOCU,256163106,174653.0,35926122.1,1.06
2020-11-13,ARKW,AMAZON.COM INC,AMZN,023135106,11206.0,35061444.86,1.03
2020-11-13,ARKW,ADYEN NV-UNSPON ADR,ADYEY,00783V104,902132.0,35115488.1,1.03
2020-11-13,ARKW,ATLASSIAN CORP PLC-CLASS A,TEAM,G06242104,175416.0,33823713.12,0.99
2020-11-13,ARKW,NVIDIA CORP,NVDA,67066G104,62877.0,33443018.76,0.98
2020-11-13,ARKW,SYNOPSYS INC,SNPS,871607107,145651.0,32950625.73,0.97
2020-11-13,ARKW,OKTA INC,OKTA,679295105,146273.0,32443351.4,0.95
2020-11-13,ARKW,NINTENDO CO LTD-UNSPONS ADR,NTDOY,654445303,485240.0,31797777.2,0.93
2020-11-13,ARKW,AGORA INC-ADR,API,00851L103,804503.0,31375617.0,0.92
2020-11-13,ARKW,ADOBE INC,ADBE,00724F101,64956.0,30486449.04,0.9
2020-11-13,ARKW,ZOOM VIDEO COMMUNICATIONS-A,ZM,98980L101,73784.0,29777746.72,0.88
2020-11-13,ARKW,LENDINGCLUB CORP,LC,52603A208,4690082.0,25889252.64,0.76
2020-11-13,ARKW,KE HOLDINGS INC,BEKE,482497104,233555.0,16939744.15,0.5
2020-11-13,ARKW,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,1053653.0,16647717.4,0.49
2020-11-13,ARKW,SHOPIFY INC - CLASS A,SHOP,82509L107,13321.0,12232674.3,0.36
2020-11-13,ARKW,MORGAN STANLEY GOVT INSTL 8035,,X9USDMORS,6477476.0,6477475.66,0.19
